Request ID,Status,Action Type,Date Submitted,Date Completed,Address,Platform,Submitted By
REQ465505,Closed,Repair Pothole in Street,10/17/2013 12:00:00 AM,10/21/2013 12:00:00 AM,"27 Watson St
Cambridge, MA
(42.36233487400045, -71.10463540399962)",,web-services
REQ478673,Closed,Repair Pothole in Street,02/26/2014 12:00:00 AM,03/03/2014 12:00:00 AM,"18 Lawn St
Cambridge, MA
(42.377692486000456, -71.15266827099964)",,bsmyth
REQ423370,Closed,Repair Pothole in Street,09/13/2012 12:00:00 AM,09/18/2012 12:00:00 AM,"931 Massachusetts Ave
Cambridge, MA
(42.3686551400005, -71.10928831899963)",,web-services
REQ440569,Closed,Repair Pothole in Street,03/03/2013 12:00:00 AM,03/05/2013 12:00:00 AM,"15 Fairmont St
Cambridge, MA
(42.36126440400045, -71.11006610799967)",iPhone,web-services
REQ393761,Closed,Repair Pothole in Street,11/30/2011 12:00:00 AM,12/06/2011 12:00:00 AM,"Charles St
Cambridge, MA
(42.3678809700005, -71.08273261499966)",,web-services
REQ476020,Closed,Repair Pothole in Street,02/04/2014 12:00:00 AM,02/11/2014 12:00:00 AM,"24 Quincy St
Cambridge, MA
(42.37409826400045, -71.11460659199963)",,web-services
REQ380893,Closed,Repair Pothole in Street,07/30/2011 12:00:00 AM,08/24/2011 12:00:00 AM,"Massachusetts Ave
Cambridge, MA
(42.37490578800049, -71.11861349599963)",,web-services
REQ492540,Closed,Repair Pothole in Street,06/26/2014 12:00:00 AM,06/26/2014 12:00:00 AM,"86 Otis St
Cambridge, MA
(42.37052183700047, -71.08178450299965)",,sdagord
REQ450758,Closed,Repair Pothole in Street,06/11/2013 12:00:00 AM,06/11/2013 12:00:00 AM,"Cambridge, MA
(42.366791640000486, -71.10600946299962)",,mknox
REQ442222,Closed,Repair Pothole in Street,03/21/2013 12:00:00 AM,03/22/2013 12:00:00 AM,"Arlington St
Cambridge, MA
(42.38633322300046, -71.12135114299963)",,web-services
REQ499443,Closed,Repair Pothole in Street,08/21/2014 12:00:00 AM,08/25/2014 12:00:00 AM,"600 Memorial Dr
Cambridge, MA
(42.353486502000464, -71.10627049199962)",iOS,web-services
REQ291239,Closed,Repair Pothole in Street,07/09/2010 12:00:00 AM,07/12/2010 12:00:00 AM,"931 Massachusetts Ave
Cambridge, MA
(42.3686551400005, -71.10928831899963)",,tmagliozzi
REQ478740,Closed,Repair Pothole in Street,02/27/2014 12:00:00 AM,02/27/2014 12:00:00 AM,"30 Cambridgepark Dr
Cambridge, MA
(42.39461144000046, -71.14292111899965)",,bsmyth
REQ457037,Closed,Repair Pothole in Street,08/03/2013 12:00:00 AM,08/08/2013 12:00:00 AM,"64 Hurley St
Cambridge, MA
(42.368142374000456, -71.07964471599962)",iPhone,web-services
REQ402976,Closed,Repair Pothole in Street,03/29/2012 12:00:00 AM,03/30/2012 12:00:00 AM,"Massachusetts Ave
Cambridge, MA
(42.37490578800049, -71.11861349599963)",,web-services
REQ409411,Closed,Repair Pothole in Street,05/29/2012 12:00:00 AM,05/31/2012 12:00:00 AM,"42 Reed St
Cambridge, MA
(42.394557283000495, -71.13212769599966)",,web-services
REQ443748,Closed,Repair Pothole in Street,04/08/2013 12:00:00 AM,04/10/2013 12:00:00 AM,"82 Rice St
Cambridge, MA
(42.39391430900048, -71.13023564999963)",,web-services
REQ379978,Closed,Repair Pothole in Street,07/22/2011 12:00:00 AM,07/28/2011 12:00:00 AM,"Harvard Sq
Cambridge, MA
(42.37379360900047, -71.11903287199965)",,web-services
REQ494505,Closed,Repair Pothole in Street,07/14/2014 12:00:00 AM,07/21/2014 12:00:00 AM,"995 Memorial Dr
Cambridge, MA
(42.37377588100048, -71.12655410899964)",iOS,web-services
REQ196008,Closed,Repair Pothole in Street,02/05/2008 12:00:00 AM,02/26/2008 12:00:00 AM,"74 Garfield St
Cambridge, MA
(42.383611758000484, -71.11671246999964)",,bozug
REQ430623,Closed,Repair Pothole in Street,11/19/2012 12:00:00 AM,11/21/2012 12:00:00 AM,"50 Hancock St
Cambridge, MA
(42.36796607500048, -71.10922148499964)",,web-services
REQ486655,Closed,Repair Pothole in Street,05/13/2014 12:00:00 AM,05/13/2014 12:00:00 AM,"Cambridge St
Cambridge, MA
(42.375468656000464, -71.11429872199966)",,bsmyth
REQ477775,Closed,Repair Pothole in Street,02/20/2014 12:00:00 AM,02/24/2014 12:00:00 AM,"Thorndike St
Cambridge, MA
(42.36994272600049, -71.08255536499962)",,bsmyth
REQ451938,Closed,Repair Pothole in Street,06/19/2013 12:00:00 AM,06/20/2013 12:00:00 AM,"491 Broadway
Cambridge, MA
(42.37509409100045, -71.11475589499963)",,web-services
REQ217065,Closed,Repair Pothole in Street,01/13/2009 12:00:00 AM,01/13/2009 12:00:00 AM,"Cambridge, MA
(42.366791640000486, -71.10600946299962)",,mknox
REQ478618,Closed,Repair Pothole in Street,02/26/2014 12:00:00 AM,03/04/2014 12:00:00 AM,"82 Larchwood Dr
Cambridge, MA
(42.378056607000474, -71.14603343299967)",,web-services
REQ413690,Closed,Repair Pothole in Street,06/29/2012 12:00:00 AM,06/29/2012 12:00:00 AM,"Aberdeen Ave
Cambridge, MA
(42.378699724000455, -71.14739182299962)",,web-services
REQ438751,Closed,Repair Pothole in Street,02/12/2013 12:00:00 AM,02/20/2013 12:00:00 AM,"19 Channing St
Cambridge, MA
(42.37517820700049, -71.13533449599964)",iPhone,web-services
REQ370813,Closed,Repair Pothole in Street,04/29/2011 12:00:00 AM,04/29/2011 12:00:00 AM,"Davenport St
Cambridge, MA
(42.390001774000496, -71.11898101999964)",,web-services
REQ442215,Closed,Repair Pothole in Street,03/21/2013 12:00:00 AM,03/27/2013 12:00:00 AM,"Cottage Park Ave
Cambridge, MA
(42.399091730000464, -71.13328881999962)",,web-services
REQ479634,Closed,Repair Pothole in Street,03/09/2014 12:00:00 AM,03/24/2014 12:00:00 AM,"25 Mt Pleasant St
Cambridge, MA
(42.38737395800047, -71.12490058399965)",,web-services
REQ478336,Closed,Repair Pothole in Street,02/24/2014 12:00:00 AM,02/24/2014 12:00:00 AM,"52 Pleasant St
Cambridge, MA
(42.36335579600046, -71.10893110999967)",,bsmyth
REQ394396,Closed,Repair Pothole in Street,12/06/2011 12:00:00 AM,12/13/2011 12:00:00 AM,"4 Jay St
Cambridge, MA
(42.363935394000464, -71.10970429199966)",iPhone,web-services
REQ410575,Closed,Repair Pothole in Street,06/06/2012 12:00:00 AM,06/07/2012 12:00:00 AM,"13 Davenport St
Cambridge, MA
(42.3897452650005, -71.11952503099963)",,web-services
REQ491024,Closed,Repair Pothole in Street,06/17/2014 12:00:00 AM,06/26/2014 12:00:00 AM,"1 Main St
Cambridge, MA
(42.36197651500049, -71.08009871499962)",Android,web-services
REQ396687,Closed,Repair Pothole in Street,01/09/2012 12:00:00 AM,01/12/2012 12:00:00 AM,"Belmont St
Cambridge, MA
(42.37496819000046, -71.15225671299964)",,web-services
REQ370673,Closed,Repair Pothole in Street,04/28/2011 12:00:00 AM,04/29/2011 12:00:00 AM,"Miller Ave
Cambridge, MA
(42.392416891000494, -71.12073203999967)",,web-services
REQ413757,Closed,Repair Pothole in Street,06/29/2012 12:00:00 AM,07/05/2012 12:00:00 AM,"Porter Rd
Cambridge, MA
(42.389025552000476, -71.12113662499962)",,web-services
REQ443892,Closed,Repair Pothole in Street,04/08/2013 12:00:00 AM,04/16/2013 12:00:00 AM,"10 Jay St
Cambridge, MA
(42.36420502700048, -71.10974462199965)",,web-services
REQ443621,Closed,Repair Pothole in Street,04/04/2013 12:00:00 AM,04/05/2013 12:00:00 AM,"1630 Cambridge St
Cambridge, MA
(42.37483762800048, -71.10945953399965)",,web-services
REQ484863,Closed,Repair Pothole in Street,04/29/2014 12:00:00 AM,05/14/2014 12:00:00 AM,"99 Arsenal Square
Cambridge, MA
(42.366791640000486, -71.10600946299962)",,web-services
REQ371512,Closed,Repair Pothole in Street,05/05/2011 12:00:00 AM,05/05/2011 12:00:00 AM,"Douglass St
Cambridge, MA
(42.36428748300045, -71.10076954699963)",,bsmyth
REQ408623,Closed,Repair Pothole in Street,05/22/2012 12:00:00 AM,05/23/2012 12:00:00 AM,"Coolidge Ave
Cambridge, MA
(42.366468574000464, -71.14377088599963)",,web-services
REQ216977,Closed,Repair Pothole in Street,01/13/2009 12:00:00 AM,01/13/2009 12:00:00 AM,"Cambridge, MA
(42.366791640000486, -71.10600946299962)",,mknox
REQ482311,Closed,Repair Pothole in Street,04/04/2014 12:00:00 AM,04/04/2014 12:00:00 AM,"Massachusetts Ave
Cambridge, MA
(42.37490578800049, -71.11861349599963)",,bsmyth
REQ398722,Closed,Repair Pothole in Street,02/06/2012 12:00:00 AM,02/07/2012 12:00:00 AM,"98 Carver St
Cambridge, MA
(42.38262843300049, -71.11314226199966)",,web-services
REQ490274,Closed,Repair Pothole in Street,06/10/2014 12:00:00 AM,06/13/2014 12:00:00 AM,"40 Sunset Rd
Cambridge, MA
(42.39291067200048, -71.15692710499962)",,web-services
REQ371953,Closed,Repair Pothole in Street,05/10/2011 12:00:00 AM,05/10/2011 12:00:00 AM,"100 Putnam Ave
Cambridge, MA
(42.36680918400049, -71.11350336499964)",,bsmyth
REQ396960,Closed,Repair Pothole in Street,01/11/2012 12:00:00 AM,01/18/2012 12:00:00 AM,"14 Decatur St
Cambridge, MA
(42.360844974000486, -71.10512627599962)",iPhone,web-services
REQ454040,Closed,Repair Pothole in Street,07/09/2013 12:00:00 AM,07/10/2013 12:00:00 AM,"428 Franklin St
Cambridge, MA
(42.36683338200049, -71.10923416099962)",,web-services
REQ477442,Closed,Repair Pothole in Street,02/18/2014 12:00:00 AM,02/25/2014 12:00:00 AM,"Kirkland St
Cambridge, MA
(42.37719834000046, -71.11144704799966)",,web-services
REQ479269,Closed,Repair Pothole in Street,03/04/2014 12:00:00 AM,03/11/2014 12:00:00 AM,"45 Belmont St
Cambridge, MA
(42.37494659800046, -71.15183747699967)",,web-services
REQ371107,Closed,Repair Pothole in Street,05/03/2011 12:00:00 AM,05/03/2011 12:00:00 AM,"Maple Ave
Cambridge, MA
(42.37482932100045, -71.14016260599965)",,bsmyth
REQ442947,Closed,Repair Pothole in Street,03/29/2013 12:00:00 AM,04/01/2013 12:00:00 AM,"350 Green St
Cambridge, MA
(42.365145810000456, -71.10487697599967)",,web-services
REQ449506,Closed,Repair Pothole in Street,05/30/2013 12:00:00 AM,06/04/2013 12:00:00 AM,"26 Oak St
Cambridge, MA
(42.37427712300047, -71.09954577599967)",,web-services
REQ432923,Closed,Repair Pothole in Street,12/10/2012 12:00:00 AM,12/11/2012 12:00:00 AM,"Main St
Cambridge, MA
(42.3630826750005, -71.09493289899967)",,web-services
REQ230670,Closed,Repair Pothole in Street,08/04/2009 12:00:00 AM,11/13/2009 12:00:00 AM,"Cambridge, MA
(42.366791640000486, -71.10600946299962)",,mleaman
REQ444978,Closed,Repair Pothole in Street,04/21/2013 12:00:00 AM,04/23/2013 12:00:00 AM,"Dewolfe St
Cambridge, MA
(42.37024042100046, -71.11658524599966)",,web-services
REQ481738,Closed,Repair Pothole in Street,03/31/2014 12:00:00 AM,03/31/2014 12:00:00 AM,"42 Bishop Allen Dr
Cambridge, MA
(42.36443905400046, -71.10002102999965)",,bsmyth
REQ474413,Closed,Repair Pothole in Street,01/15/2014 12:00:00 AM,01/16/2014 12:00:00 AM,"1 Flagg St
Cambridge, MA
(42.36775100000045, -71.11365000299963)",,web-services
REQ480712,Closed,Repair Pothole in Street,03/19/2014 12:00:00 AM,03/19/2014 12:00:00 AM,"22 Hancock St
Cambridge, MA
(42.367368041000475, -71.10982758599965)",,bsmyth
REQ401642,Closed,Repair Pothole in Street,03/14/2012 12:00:00 AM,03/16/2012 12:00:00 AM,"765 Mass Ave
Cambridge, MA
(42.366554530000485, -71.10557336099964)",iPhone,web-services
REQ399981,Closed,Repair Pothole in Street,02/20/2012 12:00:00 AM,02/22/2012 12:00:00 AM,"176 Beacon St
Cambridge, MA
(42.379803266000465, -71.10829990399964)",iPhone,web-services
REQ450569,Closed,Repair Pothole in Street,06/10/2013 12:00:00 AM,06/12/2013 12:00:00 AM,"52 Holworthy St
Cambridge, MA
(42.37618875800047, -71.15025539399966)",,web-services
REQ452904,Closed,Repair Pothole in Street,06/26/2013 12:00:00 AM,06/27/2013 12:00:00 AM,"388 Franklin St
Cambridge, MA
(42.36645428100047, -71.10852435499964)",,web-services
REQ434668,Closed,Repair Pothole in Street,12/29/2012 12:00:00 AM,01/04/2013 12:00:00 AM,"79 Upland Rd
Cambridge, MA
(42.387735774000475, -71.12239782899962)",iPhone,web-services
REQ441225,Closed,Repair Pothole in Street,03/11/2013 12:00:00 AM,03/12/2013 12:00:00 AM,"298 Sherman St
Cambridge, MA
(42.393415150000465, -71.13279629199963)",Android,web-services
REQ371813,Closed,Repair Pothole in Street,05/09/2011 12:00:00 AM,05/09/2011 12:00:00 AM,"Felton St
Cambridge, MA
(42.374574915000494, -71.11239867299963)",,bsmyth
REQ492699,Closed,Repair Pothole in Street,06/27/2014 12:00:00 AM,07/10/2014 12:00:00 AM,"35 Kirkland St
Cambridge, MA
(42.37694322600049, -71.11279275999965)",,web-services
REQ488695,Closed,Repair Pothole in Street,05/29/2014 12:00:00 AM,06/04/2014 12:00:00 AM,"Gore St
Cambridge, MA
(42.37211048900048, -71.08270198499963)",,web-services
REQ457349,Closed,Repair Pothole in Street,08/06/2013 12:00:00 AM,08/08/2013 12:00:00 AM,"36 Bowdoin St
Cambridge, MA
(42.38355990500048, -71.12132620599965)",iPhone,web-services
REQ473158,Closed,Repair Pothole in Street,12/31/2013 12:00:00 AM,01/09/2014 12:00:00 AM,"Third St
Cambridge, MA
(42.36974422700047, -71.08011870399963)",,web-services
REQ387859,Closed,Repair Pothole in Street,10/04/2011 12:00:00 AM,10/11/2011 12:00:00 AM,"Hutchinson St
Cambridge, MA
(42.382472462000464, -71.13451292999963)",,web-services
REQ474369,Closed,Repair Pothole in Street,01/15/2014 12:00:00 AM,01/22/2014 12:00:00 AM,"144 Webster Ave
Cambridge, MA
(42.36998948200045, -71.09341563599963)",,web-services
REQ499262,Closed,Repair Pothole in Street,08/20/2014 12:00:00 AM,08/18/2014 12:00:00 AM,"Huron Ave
Cambridge, MA
(42.3805605280005, -71.14197653399964)",,kpark
REQ455193,Closed,Repair Pothole in Street,07/17/2013 12:00:00 AM,07/17/2013 12:00:00 AM,"Cambridge, MA
(42.366791640000486, -71.10600946299962)",,mknox
REQ480789,Closed,Repair Pothole in Street,03/20/2014 12:00:00 AM,03/21/2014 12:00:00 AM,"99 Eliot St
Cambridge, MA
(42.37147597900048, -71.12121205399967)",iPhone,web-services
REQ217039,Closed,Repair Pothole in Street,01/13/2009 12:00:00 AM,01/13/2009 12:00:00 AM,"Cambridge, MA
(42.366791640000486, -71.10600946299962)",,mknox
REQ479230,Closed,Repair Pothole in Street,03/04/2014 12:00:00 AM,03/06/2014 12:00:00 AM,"297 Columbia St
Cambridge, MA
(42.37040660800045, -71.09594950399963)",,bsmyth
REQ451825,Closed,Repair Pothole in Street,06/18/2013 12:00:00 AM,06/20/2013 12:00:00 AM,"Baldwin Street Ct
Cambridge, MA
(42.3763660890005, -71.10812211799964)",,web-services
REQ474351,Closed,Repair Pothole in Street,01/14/2014 12:00:00 AM,01/16/2014 12:00:00 AM,"24 York St
Cambridge, MA
(42.3697827900005, -71.09271571799962)",,web-services
REQ462708,Closed,Repair Pothole in Street,09/20/2013 12:00:00 AM,09/20/2013 12:00:00 AM,"8 Chauncy St
Cambridge, MA
(42.3798126850005, -71.12113607999964)",Android,web-services
REQ495198,Closed,Repair Pothole in Street,07/18/2014 12:00:00 AM,08/06/2014 12:00:00 AM,"73 Vassar St
Cambridge, MA
(42.36045550300048, -71.09433285299963)",,web-services
REQ412642,Closed,Repair Pothole in Street,06/21/2012 12:00:00 AM,06/26/2012 12:00:00 AM,"21 Bowdoin St
Cambridge, MA
(42.3829388260005, -71.12088488199964)",,web-services
REQ216862,Closed,Repair Pothole in Street,01/12/2009 12:00:00 AM,01/12/2009 12:00:00 AM,"Cambridge, MA
(42.366791640000486, -71.10600946299962)",,mknox
REQ409265,Closed,Repair Pothole in Street,05/25/2012 12:00:00 AM,05/30/2012 12:00:00 AM,"56 Stearns St
Cambridge, MA
(42.38591286500048, -71.12971020899965)",,web-services
REQ196279,Closed,Repair Pothole in Street,02/07/2008 12:00:00 AM,02/07/2008 12:00:00 AM,"Cambridge, MA
(42.366791640000486, -71.10600946299962)",,ebreen
REQ455024,Closed,Repair Pothole in Street,07/16/2013 12:00:00 AM,11/05/2013 12:00:00 AM,"53 Wendell St
Cambridge, MA
(42.38164596500047, -71.11542767499964)",,web-services
REQ477944,Closed,Repair Pothole in Street,02/21/2014 12:00:00 AM,02/24/2014 12:00:00 AM,"12 Day St
Cambridge, MA
(42.3945238660005, -71.12531540599963)",0,web-services
REQ478701,Closed,Repair Pothole in Street,02/26/2014 12:00:00 AM,02/26/2014 12:00:00 AM,"27 Line St
Cambridge, MA
(42.37738713200048, -71.10655164899964)",,bsmyth
REQ464019,Closed,Repair Pothole in Street,10/02/2013 12:00:00 AM,10/04/2013 12:00:00 AM,"Reed St
Cambridge, MA
(42.39535658200049, -71.13213967199965)",,web-services
REQ456413,Closed,Repair Pothole in Street,07/30/2013 12:00:00 AM,07/30/2013 12:00:00 AM,"45 MA-2
Cambridge, MA
(42.3587499300005, -71.09333020999964)",iPhone,web-services
REQ396499,Closed,Repair Pothole in Street,01/05/2012 12:00:00 AM,01/09/2012 12:00:00 AM,"9 Walnut Ave
Cambridge, MA
(42.38641007400048, -71.12222407999963)",,web-services
REQ484031,Closed,Repair Pothole in Street,04/22/2014 12:00:00 AM,04/22/2014 12:00:00 AM,"66 Allston St
Cambridge, MA
(42.35746417900049, -71.10618522299967)",,bsmyth
REQ404374,Closed,Repair Pothole in Street,04/12/2012 12:00:00 AM,04/18/2012 12:00:00 AM,"63 Creighton St
Cambridge, MA
(42.38944115100048, -71.12359389699964)",,web-services
REQ482872,Closed,Repair Pothole in Street,04/09/2014 12:00:00 AM,04/16/2014 12:00:00 AM,"Coolidge Ave
Cambridge, MA
(42.366468574000464, -71.14377088599963)",,web-services
REQ458624,Closed,Repair Pothole in Street,08/15/2013 12:00:00 AM,08/20/2013 12:00:00 AM,"Pleasant Pl
Cambridge, MA
(42.3633310400005, -71.10818632999963)",,cfosher
REQ486323,Closed,Repair Pothole in Street,05/10/2014 12:00:00 AM,05/13/2014 12:00:00 AM,"32 Flagg St
Cambridge, MA
(42.36772179100046, -71.11524100599962)",,web-services
REQ403713,Closed,Repair Pothole in Street,04/06/2012 12:00:00 AM,04/11/2012 12:00:00 AM,"70 Dana St
Cambridge, MA
(42.37385077900046, -71.10747347399962)",,web-services
REQ401344,Closed,Repair Pothole in Street,03/09/2012 12:00:00 AM,03/12/2012 12:00:00 AM,"Cameron Ave
Cambridge, MA
(42.39805927700047, -71.12950110899965)",,web-services
REQ398207,Closed,Repair Pothole in Street,01/29/2012 12:00:00 AM,01/30/2012 12:00:00 AM,"282 Franklin St
Cambridge, MA
(42.36472470700045, -71.10558488399965)",iPhone,web-services
REQ440766,Closed,Repair Pothole in Street,03/05/2013 12:00:00 AM,03/06/2013 12:00:00 AM,"6 Fainwood Cir
Cambridge, MA
(42.37334723100048, -71.10305562599967)",iPhone,web-services
REQ433713,Closed,Repair Pothole in Street,12/16/2012 12:00:00 AM,12/17/2012 12:00:00 AM,"59 Plymouth St
Cambridge, MA
(42.369086093000476, -71.09326583999967)",iPhone,web-services
REQ387335,Closed,Repair Pothole in Street,09/28/2011 12:00:00 AM,10/03/2011 12:00:00 AM,"Massachusetts Ave
Cambridge, MA
(42.37490578800049, -71.11861349599963)",,web-services
REQ478375,Closed,Repair Pothole in Street,02/24/2014 12:00:00 AM,02/24/2014 12:00:00 AM,"Fifth St
Cambridge, MA
(42.37011582000048, -71.08343223999964)",,bsmyth
REQ371667,Closed,Repair Pothole in Street,05/09/2011 12:00:00 AM,05/10/2011 12:00:00 AM,"55 Essex St
Cambridge, MA
(42.3673392340005, -71.10128687299965)",,web-services
REQ412246,Closed,Repair Pothole in Street,06/19/2012 12:00:00 AM,06/20/2012 12:00:00 AM,"1000 Jackson Pl
Cambridge, MA
(42.3918552130005, -71.13502541599962)",,web-services
REQ503422,Assigned,Repair Pothole in Street,09/29/2014 12:00:00 AM,,"28 Hurlbut St
Cambridge, MA
(42.3841694620005, -71.12089640499966)",,web-services
REQ482834,Closed,Repair Pothole in Street,04/09/2014 12:00:00 AM,04/14/2014 12:00:00 AM,"38 Smith Pl
Cambridge, MA
(42.39151180200048, -71.15079466099962)",,bsmyth
REQ478446,Closed,Repair Pothole in Street,02/25/2014 12:00:00 AM,02/26/2014 12:00:00 AM,"15 Roberts Rd
Cambridge, MA
(42.37587879400047, -71.10859579599963)",,web-services
REQ452645,Closed,Repair Pothole in Street,06/24/2013 12:00:00 AM,06/25/2013 12:00:00 AM,"3 Day St
Cambridge, MA
(42.39427497300045, -71.12584545499965)",iPhone,web-services
REQ442785,Closed,Repair Pothole in Street,03/28/2013 12:00:00 AM,03/28/2013 12:00:00 AM,"77 Dunster St
Cambridge, MA
(42.371366459000456, -71.11988009299967)",iPhone,web-services
REQ480473,Closed,Repair Pothole in Street,03/17/2014 12:00:00 AM,03/20/2014 12:00:00 AM,"Aberdeen Ave
Cambridge, MA
(42.378699724000455, -71.14739182299962)",,web-services
REQ442455,Closed,Repair Pothole in Street,03/25/2013 12:00:00 AM,03/26/2013 12:00:00 AM,"91 Larch Rd
Cambridge, MA
(42.37835965800048, -71.14258580499967)",,web-services
REQ485904,Closed,Repair Pothole in Street,05/07/2014 12:00:00 AM,06/24/2014 12:00:00 AM,"Columbia St
Cambridge, MA
(42.366722575000495, -71.09801552299967)",,prosario
REQ384435,Closed,Repair Pothole in Street,08/30/2011 12:00:00 AM,09/14/2011 12:00:00 AM,"13 Tremont St
Cambridge, MA
(42.369408732000466, -71.09963795799962)",,web-services
REQ491322,Closed,Repair Pothole in Street,06/18/2014 12:00:00 AM,06/24/2014 12:00:00 AM,"387 Western Ave
Cambridge, MA
(42.36435887300047, -71.11549223999964)",Android,web-services
REQ439354,Closed,Repair Pothole in Street,02/15/2013 12:00:00 AM,02/20/2013 12:00:00 AM,"5 Arrow St
Cambridge, MA
(42.371165962000475, -71.11466025599964)",,web-services
REQ474525,Closed,Repair Pothole in Street,01/15/2014 12:00:00 AM,01/17/2014 12:00:00 AM,"Charlestown Ave
Cambridge, MA
(42.37223866900047, -71.07048744399964)",,web-services
REQ440541,Closed,Repair Pothole in Street,03/02/2013 12:00:00 AM,03/02/2013 12:00:00 AM,"Cambridge, MA
(42.366791640000486, -71.10600946299962)",iPhone,web-services
REQ431785,Closed,Repair Pothole in Street,11/11/2012 12:00:00 AM,12/05/2012 12:00:00 AM,"203 Allston St
Cambridge, MA
(42.3590646990005, -71.10889654199963)",iPhone,web-services
REQ371450,Closed,Repair Pothole in Street,05/05/2011 12:00:00 AM,05/05/2011 12:00:00 AM,"Green St
Cambridge, MA
(42.3658567490005, -71.10598676799964)",,bsmyth
REQ378066,Closed,Repair Pothole in Street,07/06/2011 12:00:00 AM,07/19/2011 12:00:00 AM,"310 Rindge Ave
Cambridge, MA
(42.39370268500045, -71.13654112499967)",,web-services
REQ381566,Closed,Repair Pothole in Street,08/04/2011 12:00:00 AM,08/08/2011 12:00:00 AM,"Massachusetts Ave
Cambridge, MA
(42.37490578800049, -71.11861349599963)",,web-services
REQ220623,Closed,Repair Pothole in Street,03/26/2009 12:00:00 AM,03/31/2009 12:00:00 AM,"Fulkerson St
Cambridge, MA
(42.36917605600047, -71.08757439799967)",,mhorgan
REQ483234,Closed,Repair Pothole in Street,04/14/2014 12:00:00 AM,04/14/2014 12:00:00 AM,"70 Sixth St
Cambridge, MA
(42.36942728800045, -71.08527566299966)",,bsmyth
REQ216886,Closed,Repair Pothole in Street,01/12/2009 12:00:00 AM,01/12/2009 12:00:00 AM,"Cambridge, MA
(42.366791640000486, -71.10600946299962)",,mknox
REQ278163,Closed,Repair Pothole in Street,06/10/2010 12:00:00 AM,04/29/2011 12:00:00 AM,"127 Reed St
Cambridge, MA
(42.396920612000486, -71.13217378699966)",,tmagliozzi
REQ484704,Closed,Repair Pothole in Street,04/28/2014 12:00:00 AM,04/28/2014 12:00:00 AM,"1033 Massachusetts Ave
Cambridge, MA
(42.369656473000475, -71.11199157099963)",,bsmyth
REQ371846,Closed,Repair Pothole in Street,05/09/2011 12:00:00 AM,05/09/2011 12:00:00 AM,"Plympton St
Cambridge, MA
(42.37112625700047, -71.11722887499963)",,bsmyth
REQ454021,Closed,Repair Pothole in Street,07/09/2013 12:00:00 AM,07/10/2013 12:00:00 AM,"Huron Ave
Cambridge, MA
(42.3805605280005, -71.14197653399964)",,web-services
REQ392948,Closed,Repair Pothole in Street,11/19/2011 12:00:00 AM,11/22/2011 12:00:00 AM,"43 Garfield St
Cambridge, MA
(42.38373570600049, -71.11800103799965)",,web-services
REQ486991,Closed,Repair Pothole in Street,05/15/2014 12:00:00 AM,05/21/2014 12:00:00 AM,"69 Vassar St
Cambridge, MA
(42.36053501000049, -71.09416231399968)",iPhone,web-services
REQ451261,Closed,Repair Pothole in Street,06/13/2013 12:00:00 AM,06/19/2013 12:00:00 AM,"Cambridgepark Dr
Cambridge, MA
(42.39467539900045, -71.14456117299966)",,web-services
REQ474832,Closed,Repair Pothole in Street,01/18/2014 12:00:00 AM,01/23/2014 12:00:00 AM,"170 Broadway
Cambridge, MA
(42.365307361000475, -71.09088985899967)",,web-services
REQ383003,Closed,Repair Pothole in Street,08/16/2011 12:00:00 AM,08/24/2011 12:00:00 AM,"212 Hampshire St
Cambridge, MA
(42.37329653100045, -71.10037080899963)",,web-services
REQ196287,Closed,Repair Pothole in Street,02/07/2008 12:00:00 AM,02/07/2008 12:00:00 AM,"Cambridge, MA
(42.366791640000486, -71.10600946299962)",,ebreen
REQ434925,Closed,Repair Pothole in Street,01/02/2013 12:00:00 AM,01/03/2013 12:00:00 AM,"Dudley St
Cambridge, MA
(42.39574993700046, -71.13264676899962)",,web-services
REQ441960,Closed,Repair Pothole in Street,03/19/2013 12:00:00 AM,03/21/2013 12:00:00 AM,"95 Kinnaird St
Cambridge, MA
(42.36737265000045, -71.11189938899963)",,cfosher
REQ429985,Closed,Repair Pothole in Street,11/09/2012 12:00:00 AM,11/19/2012 12:00:00 AM,"1511 Massachusetts Ave
Cambridge, MA
(42.376879362000466, -71.11975965699963)",,web-services
REQ423759,Closed,Repair Pothole in Street,09/18/2012 12:00:00 AM,09/25/2012 12:00:00 AM,"Vassal Ln
Cambridge, MA
(42.3834366100005, -71.13769466499963)",,web-services
REQ503581,Assigned,Repair Pothole in Street,09/30/2014 12:00:00 AM,,"Aberdeen Ave
Cambridge, MA
(42.378699724000455, -71.14739182299962)",,web-services
REQ486165,Closed,Repair Pothole in Street,05/09/2014 12:00:00 AM,05/09/2014 12:00:00 AM,"142 Amory St
Cambridge, MA
(42.372470345000465, -71.09999401299967)",,bsmyth
REQ371857,Closed,Repair Pothole in Street,05/09/2011 12:00:00 AM,05/09/2011 12:00:00 AM,"Blackstone St
Cambridge, MA
(42.3632044200005, -71.11462851099964)",,bsmyth
REQ397500,Closed,Repair Pothole in Street,01/20/2012 12:00:00 AM,01/25/2012 12:00:00 AM,"7 Brewer St
Cambridge, MA
(42.373649129000455, -71.12519672099967)",iPhone,web-services
REQ477719,Closed,Repair Pothole in Street,02/20/2014 12:00:00 AM,02/21/2014 12:00:00 AM,"125 Magazine St
Cambridge, MA
(42.35939194700046, -71.11081163499966)",,web-services
